policy,epoch,threshold,query,service_ms,kernel_ms,hits,overflow,cpu_complete_match,process
all_delta,3,70,0,0.041152000000000001,0.0071680000983178616,1,0,1,0
all_delta,3,70,1,0.041869000000000003,0.0090880002826452255,1,0,1,0
all_delta,3,70,2,0.041376000000000003,0.0085760001093149185,1,0,1,0
all_delta,3,70,3,0.044524000000000001,0.010784000158309937,1,0,1,0
all_delta,3,70,4,0.043867000000000003,0.011967999860644341,2,0,1,0
all_delta,3,70,5,0.043737999999999999,0.010975999757647514,1,0,1,0
all_delta,3,70,6,0.042590000000000003,0.010751999914646149,2,0,1,0
all_delta,3,70,7,0.044072,0.011904000304639339,7,0,1,0
all_delta,3,80,0,0.038743,0.0073279999196529388,1,0,1,0
all_delta,3,80,1,0.041509999999999998,0.0087360003963112831,1,0,1,0
all_delta,3,80,2,0.041394,0.0097920000553131104,1,0,1,0
all_delta,3,80,3,0.036329,0.009344000369310379,1,0,1,0
all_delta,3,80,4,0.041362000000000003,0.0094400001689791679,2,0,1,0
all_delta,3,80,5,0.046078000000000001,0.01158399973064661,1,0,1,0
all_delta,3,80,6,0.043532000000000001,0.011455999687314034,1,0,1,0
all_delta,3,80,7,0.042798999999999997,0.010944000445306301,1,0,1,0
all_delta,4,70,0,0.038884000000000002,0.0074240001849830151,1,0,1,0
all_delta,4,70,1,0.041516999999999998,0.0096960002556443214,1,0,1,0
all_delta,4,70,2,0.038464999999999999,0.0097279995679855347,1,0,1,0
all_delta,4,70,3,0.042106999999999999,0.010560000315308571,1,0,1,0
all_delta,4,70,4,0.041307000000000003,0.0090880002826452255,2,0,1,0
all_delta,4,70,5,0.044079,0.011392000131309032,1,0,1,0
all_delta,4,70,6,0.042188999999999997,0.010591999627649784,2,0,1,0
all_delta,4,70,7,0.043136000000000001,0.010944000445306301,7,0,1,0
all_delta,4,80,0,0.039038000000000003,0.0074559999629855156,1,0,1,0
all_delta,4,80,1,0.040973999999999997,0.0079039996489882469,1,0,1,0
all_delta,4,80,2,0.041543999999999998,0.0084800003096461296,1,0,1,0
all_delta,4,80,3,0.045474000000000001,0.0090239997953176498,1,0,1,0
all_delta,4,80,4,0.043458999999999998,0.010688000358641148,2,0,1,0
all_delta,4,80,5,0.040897999999999997,0.0091199995949864388,1,0,1,0
all_delta,4,80,6,0.043657000000000001,0.01119999960064888,1,0,1,0
all_delta,4,80,7,0.042562999999999997,0.010816000401973724,1,0,1,0
all_delta,5,70,0,0.039295999999999998,0.0071040000766515732,1,0,1,0
all_delta,5,70,1,0.040613999999999997,0.0079359998926520348,1,0,1,0
all_delta,5,70,2,0.043683,0.010912000201642513,1,0,1,0
all_delta,5,70,3,0.043375999999999998,0.01065600011497736,1,0,1,0
all_delta,5,70,4,0.043163,0.010560000315308571,2,0,1,0
all_delta,5,70,5,0.043062000000000003,0.010975999757647514,1,0,1,0
all_delta,5,70,6,0.052669000000000001,0.013663999736309052,2,0,1,0
all_delta,5,70,7,0.047003999999999997,0.012736000120639801,7,0,1,0
all_delta,5,80,0,0.039326,0.0077120000496506691,1,0,1,0
