policy,epoch,threshold,query,rows,runs,service_ms,kernel_ms,candidate_rows,scan_fp_pc_bytes,tail_threads,active_slices,descriptor_bytes,hits,output_bytes,result_hash,cpu_complete_match,oracle_compare_ms,tracked_live_device_bytes,observed_hits,overflow,process,query_arrival_epoch
periodic2,5,70,18,1082439,2,0.037635000000000002,0.0064320000819861889,1542,52428,506,2,80,1,16,15898063525803574733,1,0.000321,46513670,1,0,1,2
periodic2,5,70,19,1082439,2,0.050250000000000003,0.0087999999523162842,609,20706,159,1,40,1,16,4815691392151912697,1,0.00023499999999999999,46513670,1,0,1,2
periodic2,5,70,20,1082439,2,0.037325999999999998,0.0067520001903176308,437,14858,75,1,40,1,16,10149894267323799744,1,0.00029599999999999998,46513670,1,0,1,3
periodic2,5,70,21,1082439,2,0.047482000000000003,0.0087679997086524963,53084,1804856,420,2,80,44,704,2019976533198049697,1,0.000544,46513670,44,0,1,3
periodic2,5,70,22,1082439,2,0.038490999999999997,0.0068799997679889202,5624,191216,8,1,40,1,16,16460404831949839864,1,0.00048500000000000003,46513670,1,0,1,4
periodic2,5,70,23,1082439,2,0.038495000000000001,0.0068160002119839191,1257,42738,23,1,40,3,48,1085410713665579359,1,0.00028699999999999998,46513670,3,0,1,4
periodic2,5,70,24,1082439,2,0.038315000000000002,0.0071999998763203621,1542,52428,506,2,80,1,16,2366963884352823144,1,0.00046200000000000001,46513670,1,0,1,5
periodic2,5,70,25,1082439,2,0.038177000000000003,0.006624000146985054,32387,1101158,381,2,80,1,16,10148565077456821632,1,0.00046500000000000003,46513670,1,0,1,5
periodic2,5,70,26,1082439,2,0.029201999999999999,0.0068479999899864197,437,14858,75,1,40,0,0,1469598103934665603,1,0.00048099999999999998,46513670,0,0,1,6
periodic2,5,70,27,1082439,2,0.033507000000000002,0.010975999757647514,655073,22272482,287,2,80,0,0,1469598103934665603,1,0.00029300000000000002,46513670,0,0,1,6
periodic2,5,70,28,1082439,2,0.033805000000000002,0.011264000087976456,754368,25648512,320,2,80,0,0,1469598103934665603,1,0.000406,46513670,0,0,1,6
periodic2,5,70,29,1082439,2,0.037310000000000003,0.010751999914646149,656087,22306958,297,2,80,1,16,17681133477056478587,1,0.00038999999999999999,46513670,1,0,1,6
periodic2,5,70,30,1082439,2,0.031486,0.008832000195980072,437041,14859394,463,2,80,0,0,1469598103934665603,1,0.00045100000000000001,46513670,0,0,1,6
periodic2,5,70,31,1082439,2,0.038268000000000003,0.0064639998599886894,32387,1101158,381,2,80,4,64,17939493323410341816,1,0.00048899999999999996,46513670,4,0,1,6
periodic2,5,80,0,1082439,2,0.037843000000000002,0.0068160002119839191,178,6052,78,1,40,1,16,9590926921243046940,1,0.00039500000000000001,46513670,1,0,1,0
periodic2,5,80,1,1082439,2,0.039709000000000001,0.0083839995786547661,116211,3951174,269,2,80,1,16,236623074773584124,1,0.00036600000000000001,46513670,1,0,1,0
periodic2,5,80,2,1082439,2,0.040459000000000002,0.0081599997356534004,194752,6621568,320,2,80,1,16,16482413140649058011,1,0.00031500000000000001,46513670,1,0,1,0
periodic2,5,80,3,1082439,2,0.040665,0.0084159998223185539,263352,8953968,328,2,80,1,16,9968587167645841113,1,0.00031399999999999999,46513670,1,0,1,0
periodic2,5,80,4,1082439,2,0.040306000000000002,0.0090239997953176498,312253,10616602,323,2,80,2,32,584188552658846184,1,0.000348,46513670,2,0,1,0
periodic2,5,80,5,1082439,2,0.040663999999999999,0.0084159998223185539,389280,13235520,352,2,80,1,16,5038559823257848905,1,0.000321,46513670,1,0,1,0
periodic2,5,80,6,1082439,2,0.039982999999999998,0.0088640004396438599,460895,15670430,161,2,80,1,16,11398467088110825269,1,0.00032200000000000002,46513670,1,0,1,0
periodic2,5,80,7,1082439,2,0.040568,0.0093120001256465912,503208,17109072,344,2,80,1,16,5820997903152764564,1,0.00032200000000000002,46513670,1,0,1,0
periodic2,5,80,8,1082439,2,0.040384999999999997,0.0091199995949864388,527852,17946968,276,2,80,1,16,15311275680455022801,1,0.00040299999999999998,46513670,1,0,1,0
periodic2,5,80,9,1082439,2,0.040707,0.0094400001689791679,540014,18360476,146,2,80,1,16,15642014802567948599,1,0.000319,46513670,1,0,1,0
periodic2,5,80,10,1082439,2,0.040086999999999998,0.0090239997953176498,548359,18644206,249,2,80,1,16,11426800160656088415,1,0.00031100000000000002,46513670,1,0,1,0
periodic2,5,80,11,1082439,2,0.040188000000000001,0.0090239997953176498,527788,17944792,340,2,80,1,16,110689257886196643,1,0.00033100000000000002,46513670,1,0,1,0
periodic2,5,80,12,1082439,2,0.042952999999999998,0.010816000401973724,475156,16155304,492,2,80,1,16,4379004401049121654,1,0.00033700000000000001,46513670,1,0,1,0
periodic2,5,80,13,1082439,2,0.040014000000000001,0.0087679997086524963,411248,13982432,400,2,80,1,16,8144193273189773108,1,0.00031199999999999999,46513670,1,0,1,0
periodic2,5,80,14,1082439,2,0.040763000000000001,0.0082559995353221893,293023,9962782,97,2,80,2,32,11781894953073064141,1,0.00043199999999999998,46513670,2,0,1,0
periodic2,5,80,15,1082439,2,0.038378000000000002,0.0070400000549852848,57,1938,199,1,40,1,16,14114472362983462821,1,0.000368,46513670,1,0,1,0
periodic2,5,80,16,1082439,2,0.040274999999999998,0.0079680001363158226,820,27880,460,2,80,1,16,10573732391258072665,1,0.00064999999999999997,46513670,1,0,1,1
periodic2,5,80,17,1082439,2,0.040843999999999998,0.0082559995353221893,13903,472702,433,2,80,5,80,4804517580085202247,1,0.00044000000000000002,46513670,5,0,1,1
periodic2,5,80,18,1082439,2,0.037923999999999999,0.006624000146985054,820,27880,460,2,80,1,16,15898063525803574733,1,0.00032600000000000001,46513670,1,0,1,2
periodic2,5,80,19,1082439,2,0.038233999999999997,0.0065919999033212662,123,4182,133,1,40,1,16,4815691392151912697,1,0.00033399999999999999,46513670,1,0,1,2
periodic2,5,80,20,1082439,2,0.037971999999999999,0.0065919999033212662,437,14858,75,1,40,1,16,10149894267323799744,1,0.000446,46513670,1,0,1,3
periodic2,5,80,21,1082439,2,0.038190000000000002,0.0072639998979866505,20657,702338,335,2,80,2,32,6198867446255241503,1,0.00044499999999999997,46513670,2,0,1,3
periodic2,5,80,22,1082439,2,0.03798,0.0065919999033212662,3733,126922,107,1,40,1,16,16460404831949839864,1,0.00034000000000000002,46513670,1,0,1,4
periodic2,5,80,23,1082439,2,0.038330999999999997,0.0068799997679889202,276,9384,236,1,40,3,48,1085410713665579359,1,0.00041199999999999999,46513670,3,0,1,4
periodic2,5,80,24,1082439,2,0.038514,0.0071680000983178616,820,27880,460,2,80,1,16,2366963884352823144,1,0.00052899999999999996,46513670,1,0,1,5
periodic2,5,80,25,1082439,2,0.038085000000000001,0.0072320001199841499,12779,434486,277,2,80,1,16,10148565077456821632,1,0.00042400000000000001,46513670,1,0,1,5
periodic2,5,80,26,1082439,2,0.029513000000000001,0.0062400000169873238,437,14858,75,1,40,0,0,1469598103934665603,1,0.00032899999999999997,46513670,0,0,1,6
periodic2,5,80,27,1082439,2,0.031757000000000001,0.0091840000823140144,397944,13530096,392,2,80,0,0,1469598103934665603,1,0.00029999999999999997,46513670,0,0,1,6
periodic2,5,80,28,1082439,2,0.030255000000000001,0.0087999999523162842,556119,18908046,169,2,80,0,0,1469598103934665603,1,0.00046099999999999998,46513670,0,0,1,6
periodic2,5,80,29,1082439,2,0.031120999999999999,0.0086399996653199196,475156,16155304,492,2,80,0,0,1469598103934665603,1,0.00030400000000000002,46513670,0,0,1,6
periodic2,5,80,30,1082439,2,0.028052000000000001,0.0085760001093149185,248052,8433768,268,2,80,0,0,1469598103934665603,1,0.00036400000000000001,46513670,0,0,1,6
periodic2,5,80,31,1082439,2,0.029273,0.0065919999033212662,12779,434486,277,2,80,0,0,1469598103934665603,1,0.00030800000000000001,46513670,0,0,1,6
periodic2,6,70,0,1082990,1,0.041818000000000001,0.0090560000389814377,178,6052,78,1,40,1,16,9590926921243046940,1,0.000435,46536812,1,0,1,0
periodic2,6,70,1,1082990,1,0.040854000000000001,0.0084159998223185539,198039,6733326,105,1,40,1,16,236623074773584124,1,0.00034200000000000002,46536812,1,0,1,0
periodic2,6,70,2,1082990,1,0.040732999999999998,0.0087679997086524963,326679,11107086,233,1,40,1,16,16482413140649058011,1,0.00030200000000000002,46536812,1,0,1,0
periodic2,6,70,3,1082990,1,0.040707,0.0091199995949864388,446598,15184332,122,1,40,1,16,9968587167645841113,1,0.00028899999999999998,46536812,1,0,1,0
periodic2,6,70,4,1082990,1,0.035576999999999998,0.008991999551653862,530676,18042984,12,1,40,2,32,584188552658846184,1,0.00027,46536812,2,0,1,0
periodic2,6,70,5,1082990,1,0.04095,0.010688000358641148,647295,22008030,129,1,40,1,16,5038559823257848905,1,0.00027799999999999998,46536812,1,0,1,0
periodic2,6,70,6,1082990,1,0.042611999999999997,0.01119999960064888,705607,23990638,185,1,40,2,32,15785956641883730691,1,0.00030400000000000002,46536812,2,0,1,0
periodic2,6,70,7,1082990,1,0.042873000000000001,0.011168000288307667,742368,25240512,32,1,40,7,112,16255102669321986777,1,0.00031500000000000001,46536812,7,0,1,0
periodic2,6,70,8,1082990,1,0.042601,0.011296000331640244,765265,26019010,175,1,40,1,16,15311275680455022801,1,0.00031799999999999998,46536812,1,0,1,0
periodic2,6,70,9,1082990,1,0.042812000000000003,0.010432000271975994,748697,25455698,103,1,40,1,16,15642014802567948599,1,0.00029700000000000001,46536812,1,0,1,0
periodic2,6,70,10,1082990,1,0.042937000000000003,0.01142400037497282,726969,24716946,71,1,40,1,16,11426800160656088415,1,0.00027300000000000002,46536812,1,0,1,0
periodic2,6,70,11,1082990,1,0.042860000000000002,0.011455999687314034,695145,23634930,151,1,40,1,16,110689257886196643,1,0.00028299999999999999,46536812,1,0,1,0
periodic2,6,70,12,1082990,1,0.036572,0.0094720004126429558,656469,22319946,171,1,40,2,32,1140235132895068918,1,0.000428,46536812,2,0,1,0
periodic2,6,70,13,1082990,1,0.040631,0.0092799998819828033,589992,20059728,88,1,40,1,16,8144193273189773108,1,0.00028499999999999999,46536812,1,0,1,0
periodic2,6,70,14,1082990,1,0.043607,0.010688000358641148,490654,16682236,98,1,40,5,80,8712610575545161090,1,0.00034900000000000003,46536812,5,0,1,0
periodic2,6,70,15,1082990,1,0.041036999999999997,0.0084800003096461296,344,11696,168,1,40,1,16,14114472362983462821,1,0.00031500000000000001,46536812,1,0,1,0
periodic2,6,70,16,1082990,1,0.038497999999999998,0.0064639998599886894,1543,52462,249,1,40,1,16,10573732391258072665,1,0.00072300000000000001,46536812,1,0,1,1
periodic2,6,70,17,1082990,1,0.039349000000000002,0.0068479999899864197,35577,1209618,7,1,40,10,160,4883634512387294111,1,0.00056700000000000001,46536812,10,0,1,1
periodic2,6,70,18,1082990,1,0.038350000000000002,0.006624000146985054,1543,52462,249,1,40,1,16,15898063525803574733,1,0.00034400000000000001,46536812,1,0,1,2
periodic2,6,70,19,1082990,1,0.038098,0.0072639998979866505,609,20706,159,1,40,1,16,4815691392151912697,1,0.00032299999999999999,46536812,1,0,1,2
periodic2,6,70,20,1082990,1,0.038639,0.0074240001849830151,438,14892,74,1,40,1,16,10149894267323799744,1,0.00036299999999999999,46536812,1,0,1,3
periodic2,6,70,21,1082990,1,0.042733,0.0068799997679889202,53194,1808596,54,1,40,44,704,2019976533198049697,1,0.00057600000000000001,46536812,44,0,1,3
periodic2,6,70,22,1082990,1,0.038422999999999999,0.0069120000116527081,5624,191216,8,1,40,1,16,16460404831949839864,1,0.00028699999999999998,46536812,1,0,1,4
periodic2,6,70,23,1082990,1,0.038648000000000002,0.0067520001903176308,1257,42738,23,1,40,3,48,1085410713665579359,1,0.00033799999999999998,46536812,3,0,1,4
periodic2,6,70,24,1082990,1,0.038184999999999997,0.0071680000983178616,1543,52462,249,1,40,1,16,2366963884352823144,1,0.00048000000000000001,46536812,1,0,1,5
periodic2,6,70,25,1082990,1,0.037761999999999997,0.0073600001633167267,32468,1103912,44,1,40,1,16,10148565077456821632,1,0.00039599999999999998,46536812,1,0,1,5
periodic2,6,70,26,1082990,1,0.038849000000000002,0.0072320001199841499,438,14892,74,1,40,1,16,8580464002353028199,1,0.00066799999999999997,46536812,1,0,1,6
periodic2,6,70,27,1082990,1,0.042681999999999998,0.011103999800980091,655341,22281594,19,1,40,1,16,11270691789837195168,1,0.00047600000000000002,46536812,1,0,1,6
periodic2,6,70,28,1082990,1,0.043517,0.010784000158309937,754739,25661126,205,1,40,1,16,10398132845637501145,1,0.00056499999999999996,46536812,1,0,1,6
periodic2,6,70,29,1082990,1,0.043300999999999999,0.011392000131309032,656469,22319946,171,1,40,2,32,9573744040641432194,1,0.00047699999999999999,46536812,2,0,1,6
periodic2,6,70,30,1082990,1,0.041496999999999999,0.0094720004126429558,437368,14870512,136,1,40,1,16,5921762278186603850,1,0.00058699999999999996,46536812,1,0,1,6
periodic2,6,70,31,1082990,1,0.038863000000000002,0.007007999811321497,32468,1103912,44,1,40,7,112,2419987733069701122,1,0.00064499999999999996,46536812,7,0,1,6
periodic2,6,80,0,1082990,1,0.036818999999999998,0.0065600001253187656,178,6052,78,1,40,1,16,9590926921243046940,1,0.00035799999999999997,46536812,1,0,1,0
periodic2,6,80,1,1082990,1,0.038931,0.0071359998546540737,116238,3952092,242,1,40,1,16,236623074773584124,1,0.00044799999999999999,46536812,1,0,1,0
periodic2,6,80,2,1082990,1,0.039182000000000002,0.0075520002283155918,194809,6623506,7,1,40,1,16,16482413140649058011,1,0.00052800000000000004,46536812,1,0,1,0
periodic2,6,80,3,1082990,1,0.040649999999999999,0.0090239997953176498,263441,8956994,239,1,40,1,16,9968587167645841113,1,0.000417,46536812,1,0,1,0
periodic2,6,80,4,1082990,1,0.041251999999999997,0.0087679997086524963,312366,10620444,210,1,40,2,32,584188552658846184,1,0.00035199999999999999,46536812,2,0,1,0
periodic2,6,80,5,1082990,1,0.041471000000000001,0.0094400001689791679,389431,13240654,201,1,40,1,16,5038559823257848905,1,0.00029999999999999997,46536812,1,0,1,0
periodic2,6,80,6,1082990,1,0.041236000000000002,0.0091840000823140144,461079,15676686,233,1,40,1,16,11398467088110825269,1,0.00048799999999999999,46536812,1,0,1,0
periodic2,6,80,7,1082990,1,0.040184999999999998,0.0087360003963112831,503433,17116722,119,1,40,1,16,5820997903152764564,1,0.00031599999999999998,46536812,1,0,1,0
periodic2,6,80,8,1082990,1,0.040701000000000001,0.0094400001689791679,528091,17955094,37,1,40,1,16,15311275680455022801,1,0.00062,46536812,1,0,1,0
periodic2,6,80,9,1082990,1,0.043096000000000002,0.01065600011497736,540256,18368704,160,1,40,1,16,15642014802567948599,1,0.00038299999999999999,46536812,1,0,1,0
periodic2,6,80,10,1082990,1,0.042320000000000003,0.010847999714314938,548624,18653216,240,1,40,1,16,11426800160656088415,1,0.00040499999999999998,46536812,1,0,1,0
periodic2,6,80,11,1082990,1,0.044451999999999998,0.011103999800980091,528058,17953972,70,1,40,1,16,110689257886196643,1,0.000319,46536812,1,0,1,0
periodic2,6,80,12,1082990,1,0.040502000000000003,0.0089600002393126488,475415,16164110,233,1,40,1,16,4379004401049121654,1,0.00045399999999999998,46536812,1,0,1,0
periodic2,6,80,13,1082990,1,0.040962999999999999,0.0095680002123117447,411504,13991136,144,1,40,1,16,8144193273189773108,1,0.000368,46536812,1,0,1,0
periodic2,6,80,14,1082990,1,0.040405000000000003,0.0089279999956488609,293257,9970738,119,1,40,2,32,11781894953073064141,1,0.00043899999999999999,46536812,2,0,1,0
periodic2,6,80,15,1082990,1,0.038929999999999999,0.0067839999683201313,57,1938,199,1,40,1,16,14114472362983462821,1,0.00032699999999999998,46536812,1,0,1,0
periodic2,6,80,16,1082990,1,0.041221000000000001,0.0086080003529787064,820,27880,204,1,40,1,16,10573732391258072665,1,0.00049399999999999997,46536812,1,0,1,1
periodic2,6,80,17,1082990,1,0.038435999999999998,0.007007999811321497,13931,473654,149,1,40,5,80,4804517580085202247,1,0.00041399999999999998,46536812,5,0,1,1
periodic2,6,80,18,1082990,1,0.041466000000000003,0.008832000195980072,820,27880,204,1,40,1,16,15898063525803574733,1,0.00039800000000000002,46536812,1,0,1,2
periodic2,6,80,19,1082990,1,0.040936,0.0086080003529787064,123,4182,133,1,40,1,16,4815691392151912697,1,0.00029399999999999999,46536812,1,0,1,2
periodic2,6,80,20,1082990,1,0.038912000000000002,0.0075520002283155918,438,14892,74,1,40,1,16,10149894267323799744,1,0.00057399999999999997,46536812,1,0,1,3
periodic2,6,80,21,1082990,1,0.041071000000000003,0.0086080003529787064,20708,704072,28,1,40,2,32,6198867446255241503,1,0.000328,46536812,2,0,1,3
periodic2,6,80,22,1082990,1,0.041524999999999999,0.0090239997953176498,3733,126922,107,1,40,1,16,16460404831949839864,1,0.00039899999999999999,46536812,1,0,1,4
periodic2,6,80,23,1082990,1,0.039703000000000002,0.0072960001416504383,276,9384,236,1,40,3,48,1085410713665579359,1,0.00044200000000000001,46536812,3,0,1,4
periodic2,6,80,24,1082990,1,0.037411,0.0074559999629855156,820,27880,204,1,40,1,16,2366963884352823144,1,0.00070699999999999995,46536812,1,0,1,5
periodic2,6,80,25,1082990,1,0.04163,0.0088959997519850731,12803,435302,253,1,40,1,16,10148565077456821632,1,0.00032400000000000001,46536812,1,0,1,5
periodic2,6,80,26,1082990,1,0.039286000000000001,0.0077760000713169575,438,14892,74,1,40,1,16,8580464002353028199,1,0.00031599999999999998,46536812,1,0,1,6
periodic2,6,80,27,1082990,1,0.042153000000000003,0.0097599998116493225,398098,13535332,238,1,40,1,16,11270691789837195168,1,0.000359,46536812,1,0,1,6
periodic2,6,80,28,1082990,1,0.041775,0.011327999643981457,556368,18916512,176,1,40,1,16,10398132845637501145,1,0.00047800000000000002,46536812,1,0,1,6
periodic2,6,80,29,1082990,1,0.043036999999999999,0.010367999784648418,475415,16164110,233,1,40,1,16,3667068572283818410,1,0.00032299999999999999,46536812,1,0,1,6
periodic2,6,80,30,1082990,1,0.040350999999999998,0.0090239997953176498,248266,8441044,54,1,40,1,16,5921762278186603850,1,0.00041599999999999997,46536812,1,0,1,6
periodic2,6,80,31,1082990,1,0.038606000000000001,0.0065919999033212662,12803,435302,253,1,40,2,32,10554749036172220435,1,0.00040700000000000003,46536812,2,0,1,6
size_tiered,0,70,0,996854,1,0.037947000000000002,0.0066559999249875546,178,6052,78,1,40,1,16,9590926921243046940,1,0.00058900000000000001,42919100,1,0,1,0
size_tiered,0,70,1,996854,1,0.044907999999999997,0.0082879997789859772,193072,6564448,208,1,40,1,16,236623074773584124,1,0.00074600000000000003,42919100,1,0,1,0
size_tiered,0,70,2,996854,1,0.041509999999999998,0.010111999697983265,312701,10631834,131,1,40,1,16,16482413140649058011,1,0.000776,42919100,1,0,1,0
size_tiered,0,70,3,996854,1,0.040501000000000002,0.0089279999956488609,419582,14265788,2,1,40,1,16,9968587167645841113,1,0.00077200000000000001,42919100,1,0,1,0
size_tiered,0,70,4,996854,1,0.042161999999999998,0.010015999898314476,493302,16772268,10,1,40,2,32,584188552658846184,1,0.0010640000000000001,42919100,2,0,1,0
size_tiered,0,70,5,996854,1,0.041633000000000003,0.010367999784648418,595251,20238534,205,1,40,1,16,5038559823257848905,1,0.00071199999999999996,42919100,1,0,1,0
size_tiered,0,70,6,996854,1,0.036829000000000001,0.0093759996816515923,645772,21956248,116,1,40,2,32,15785956641883730691,1,0.00071599999999999995,42919100,2,0,1,0
size_tiered,0,70,7,996854,1,0.042637000000000001,0.011103999800980091,676721,23008514,143,1,40,7,112,16255102669321986777,1,0.000767,42919100,7,0,1,0
size_tiered,0,70,8,996854,1,0.042646999999999997,0.010560000315308571,695138,23634692,158,1,40,1,16,15311275680455022801,1,0.00074399999999999998,42919100,1,0,1,0
size_tiered,0,70,9,996854,1,0.042168999999999998,0.011136000044643879,678267,23061078,133,1,40,1,16,15642014802567948599,1,0.00086799999999999996,42919100,1,0,1,0
size_tiered,0,70,10,996854,1,0.041986999999999997,0.010816000401973724,657213,22345242,195,1,40,1,16,11426800160656088415,1,0.00089999999999999998,42919100,1,0,1,0
size_tiered,0,70,11,996854,1,0.041685,0.010623999871313572,627305,21328370,151,1,40,1,16,110689257886196643,1,0.00076099999999999996,42919100,1,0,1,0
size_tiered,0,70,12,996854,1,0.042063999999999997,0.010688000358641148,591651,20116134,221,1,40,2,32,1140235132895068918,1,0.001008,42919100,2,0,1,0
size_tiered,0,70,13,996854,1,0.038955999999999998,0.0088959997519850731,530935,18051790,9,1,40,1,16,8144193273189773108,1,0.00072300000000000001,42919100,1,0,1,0
size_tiered,0,70,14,996854,1,0.040108999999999999,0.0088640004396438599,441112,14997808,232,1,40,3,48,6631285169820864266,1,0.00066399999999999999,42919100,3,0,1,0
size_tiered,0,70,15,996854,1,0.037759000000000001,0.0063359998166561127,249,8466,7,1,40,1,16,14114472362983462821,1,0.00085899999999999995,42919100,1,0,1,0
size_tiered,0,70,16,996854,1,0.028871999999999998,0.0065919999033212662,1525,51850,11,1,40,0,0,1469598103934665603,1,0.000669,42919100,0,0,1,1
size_tiered,0,70,17,996854,1,0.040757000000000002,0.0063040000386536121,30588,1039992,132,1,40,6,96,4713206606481403125,1,0.00062200000000000005,42919100,6,0,1,1
size_tiered,0,70,18,996854,1,0.029024999999999999,0.0064320000819861889,1525,51850,11,1,40,0,0,1469598103934665603,1,0.00059199999999999997,42919100,0,0,1,2
size_tiered,0,70,19,996854,1,0.028791000000000001,0.0071040000766515732,448,15232,64,1,40,0,0,1469598103934665603,1,0.00059999999999999995,42919100,0,0,1,2
size_tiered,0,70,20,996854,1,0.028745,0.006399999838322401,436,14824,76,1,40,0,0,1469598103934665603,1,0.00052499999999999997,42919100,0,0,1,3
size_tiered,0,70,21,996854,1,0.041838,0.0069439997896552086,46374,1576716,218,1,40,38,608,5623687410393976781,1,0.00076599999999999997,42919100,38,0,1,3
size_tiered,0,70,22,996854,1,0.028906000000000001,0.0064320000819861889,5593,190162,39,1,40,0,0,1469598103934665603,1,0.00056999999999999998,42919100,0,0,1,4
size_tiered,0,70,23,996854,1,0.028882999999999999,0.0065600001253187656,957,32538,67,1,40,0,0,1469598103934665603,1,0.00068800000000000003,42919100,0,0,1,4
size_tiered,0,70,24,996854,1,0.028820999999999999,0.0067520001903176308,1525,51850,11,1,40,0,0,1469598103934665603,1,0.00058200000000000005,42919100,0,0,1,5
size_tiered,0,70,25,996854,1,0.031354,0.0075840000063180923,27849,946866,55,1,40,0,0,1469598103934665603,1,0.00061700000000000004,42919100,0,0,1,5
size_tiered,0,70,26,996854,1,0.028711,0.0064320000819861889,436,14824,76,1,40,0,0,1469598103934665603,1,0.00057200000000000003,42919100,0,0,1,6
size_tiered,0,70,27,996854,1,0.031264,0.0090560000389814377,601438,20448892,162,1,40,0,0,1469598103934665603,1,0.00062600000000000004,42919100,0,0,1,6
size_tiered,0,70,28,996854,1,0.033628999999999999,0.010208000428974628,683652,23244168,124,1,40,0,0,1469598103934665603,1,0.000522,42919100,0,0,1,6
size_tiered,0,70,29,996854,1,0.040222000000000001,0.008991999551653862,591651,20116134,221,1,40,1,16,17681133477056478587,1,0.00060800000000000003,42919100,1,0,1,6
size_tiered,0,70,30,996854,1,0.031439000000000002,0.0091519998386502266,393104,13365536,112,1,40,0,0,1469598103934665603,1,0.000629,42919100,0,0,1,6
size_tiered,0,70,31,996854,1,0.037716,0.0066880001686513424,27849,946866,55,1,40,3,48,3546359050622177256,1,0.000678,42919100,3,0,1,6
size_tiered,0,80,0,996854,1,0.042838000000000001,0.0066559999249875546,178,6052,78,1,40,1,16,9590926921243046940,1,0.00042200000000000001,42919100,1,0,1,0
size_tiered,0,80,1,996854,1,0.037677000000000002,0.0068479999899864197,114007,3876238,169,1,40,1,16,236623074773584124,1,0.00029,42919100,1,0,1,0
size_tiered,0,80,2,996854,1,0.039432000000000002,0.008320000022649765,188422,6406348,250,1,40,1,16,16482413140649058011,1,0.000319,42919100,1,0,1,0
size_tiered,0,80,3,996854,1,0.039758000000000002,0.0084800003096461296,250470,8515980,154,1,40,1,16,9968587167645841113,1,0.00028699999999999998,42919100,1,0,1,0
size_tiered,0,80,4,996854,1,0.039213999999999999,0.0081599997356534004,292134,9932556,218,1,40,2,32,584188552658846184,1,0.00028499999999999999,42919100,2,0,1,0
size_tiered,0,80,5,996854,1,0.039606000000000002,0.0086719999089837074,358181,12178154,219,1,40,1,16,5038559823257848905,1,0.00027799999999999998,42919100,1,0,1,0
size_tiered,0,80,6,996854,1,0.040474000000000003,0.0081599997356534004,420532,14298088,76,1,40,1,16,11398467088110825269,1,0.00027099999999999997,42919100,1,0,1,0
size_tiered,0,80,7,996854,1,0.040259000000000003,0.0081280004233121872,456597,15524298,107,1,40,1,16,5820997903152764564,1,0.00026800000000000001,42919100,1,0,1,0
size_tiered,0,80,8,996854,1,0.040260999999999998,0.0080319996923208237,477834,16246356,118,1,40,1,16,15311275680455022801,1,0.00049399999999999997,42919100,1,0,1,0
size_tiered,0,80,9,996854,1,0.042064999999999998,0.0099520003423094749,488104,16595536,88,1,40,1,16,15642014802567948599,1,0.00045100000000000001,42919100,1,0,1,0
size_tiered,0,80,10,996854,1,0.037766000000000001,0.0085439998656511307,494988,16829592,116,1,40,1,16,11426800160656088415,1,0.000504,42919100,1,0,1,0
size_tiered,0,80,11,996854,1,0.040062,0.0088640004396438599,476036,16185224,124,1,40,1,16,110689257886196643,1,0.000475,42919100,1,0,1,0
size_tiered,0,80,12,996854,1,0.039896000000000001,0.0088959997519850731,428425,14566450,119,1,40,1,16,4379004401049121654,1,0.00056400000000000005,42919100,1,0,1,0
size_tiered,0,80,13,996854,1,0.041501999999999997,0.0093759996816515923,370806,12607404,138,1,40,1,16,8144193273189773108,1,0.00047899999999999999,42919100,1,0,1,0
size_tiered,0,80,14,996854,1,0.039357999999999997,0.0081919999793171883,263653,8964202,27,1,40,1,16,10423256074610523629,1,0.00050299999999999997,42919100,1,0,1,0
size_tiered,0,80,15,996854,1,0.038239000000000002,0.0069439997896552086,38,1292,218,1,40,1,16,14114472362983462821,1,0.000495,42919100,1,0,1,0
size_tiered,0,80,16,996854,1,0.025999000000000001,0.0063359998166561127,816,27744,208,1,40,0,0,1469598103934665603,1,0.00053700000000000004,42919100,0,0,1,1
size_tiered,0,80,17,996854,1,0.035861999999999998,0.0067839999683201313,11645,395930,131,1,40,2,32,15503956647668614006,1,0.00063299999999999999,42919100,2,0,1,1
size_tiered,0,80,18,996854,1,0.028865999999999999,0.0071359998546540737,816,27744,208,1,40,0,0,1469598103934665603,1,0.00046500000000000003,42919100,0,0,1,2
size_tiered,0,80,19,996854,1,0.028923000000000001,0.0062719997949898243,92,3128,164,1,40,0,0,1469598103934665603,1,0.00040900000000000002,42919100,0,0,1,2
size_tiered,0,80,20,996854,1,0.029044,0.006624000146985054,436,14824,76,1,40,0,0,1469598103934665603,1,0.00049799999999999996,42919100,0,0,1,3
size_tiered,0,80,21,996854,1,0.037649000000000002,0.0069760000333189964,17563,597142,101,1,40,1,16,14602346578161695386,1,0.00047699999999999999,42919100,1,0,1,3
size_tiered,0,80,22,996854,1,0.032883999999999997,0.0065919999033212662,3715,126310,125,1,40,0,0,1469598103934665603,1,0.00046200000000000001,42919100,0,0,1,4
size_tiered,0,80,23,996854,1,0.028979000000000001,0.0061759999953210354,199,6766,57,1,40,0,0,1469598103934665603,1,0.00042400000000000001,42919100,0,0,1,4
size_tiered,0,80,24,996854,1,0.027788,0.0063359998166561127,816,27744,208,1,40,0,0,1469598103934665603,1,0.00041599999999999997,42919100,0,0,1,5
size_tiered,0,80,25,996854,1,0.028653999999999999,0.0067199999466538429,10680,363120,72,1,40,0,0,1469598103934665603,1,0.00040999999999999999,42919100,0,0,1,5
