policy,epoch,threshold,query,rows,runs,service_ms,kernel_ms,candidate_rows,scan_fp_pc_bytes,tail_threads,active_slices,descriptor_bytes,hits,output_bytes,result_hash,cpu_complete_match,oracle_compare_ms,tracked_live_device_bytes,observed_hits,overflow,process,query_arrival_epoch
size_tiered,0,70,13,996854,1,0.039502000000000002,0.0092799998819828033,530935,18051790,9,1,40,1,16,8144193273189773108,1,0.00036600000000000001,42919100,1,0,2,0
size_tiered,0,70,14,996854,1,0.046642999999999997,0.011904000304639339,441112,14997808,232,1,40,3,48,6631285169820864266,1,0.00037300000000000001,42919100,3,0,2,0
size_tiered,0,70,15,996854,1,0.040823999999999999,0.0075520002283155918,249,8466,7,1,40,1,16,14114472362983462821,1,0.00034200000000000002,42919100,1,0,2,0
size_tiered,0,70,16,996854,1,0.033756000000000001,0.0076799998059868813,1525,51850,11,1,40,0,0,1469598103934665603,1,0.00038699999999999997,42919100,0,0,2,1
size_tiered,0,70,17,996854,1,0.048807999999999997,0.0094400001689791679,30588,1039992,132,1,40,6,96,4713206606481403125,1,0.00041599999999999997,42919100,6,0,2,1
size_tiered,0,70,18,996854,1,0.034160999999999997,0.0090880002826452255,1525,51850,11,1,40,0,0,1469598103934665603,1,0.00036000000000000002,42919100,0,0,2,2
size_tiered,0,70,19,996854,1,0.029151,0.0069120000116527081,448,15232,64,1,40,0,0,1469598103934665603,1,0.00027300000000000002,42919100,0,0,2,2
size_tiered,0,70,20,996854,1,0.029897,0.006624000146985054,436,14824,76,1,40,0,0,1469598103934665603,1,0.00031100000000000002,42919100,0,0,2,3
size_tiered,0,70,21,996854,1,0.044811999999999998,0.0086080003529787064,46374,1576716,218,1,40,38,608,5623687410393976781,1,0.00041100000000000002,42919100,38,0,2,3
size_tiered,0,70,22,996854,1,0.032839,0.0094720004126429558,5593,190162,39,1,40,0,0,1469598103934665603,1,0.00030400000000000002,42919100,0,0,2,4
size_tiered,0,70,23,996854,1,0.029857000000000002,0.0078720003366470337,957,32538,67,1,40,0,0,1469598103934665603,1,0.00028200000000000002,42919100,0,0,2,4
size_tiered,0,70,24,996854,1,0.029277000000000001,0.0071040000766515732,1525,51850,11,1,40,0,0,1469598103934665603,1,0.00031399999999999999,42919100,0,0,2,5
size_tiered,0,70,25,996854,1,0.032887,0.0076799998059868813,27849,946866,55,1,40,0,0,1469598103934665603,1,0.00028299999999999999,42919100,0,0,2,5
size_tiered,0,70,26,996854,1,0.033064999999999997,0.0079359998926520348,436,14824,76,1,40,0,0,1469598103934665603,1,0.00024600000000000002,42919100,0,0,2,6
size_tiered,0,70,27,996854,1,0.032108999999999999,0.009503999724984169,601438,20448892,162,1,40,0,0,1469598103934665603,1,0.00027099999999999997,42919100,0,0,2,6
size_tiered,0,70,28,996854,1,0.033943000000000001,0.011359999887645245,683652,23244168,124,1,40,0,0,1469598103934665603,1,0.00026899999999999998,42919100,0,0,2,6
size_tiered,0,70,29,996854,1,0.042853000000000002,0.011231999844312668,591651,20116134,221,1,40,1,16,17681133477056478587,1,0.00029100000000000003,42919100,1,0,2,6
size_tiered,0,70,30,996854,1,0.034315999999999999,0.0084800003096461296,393104,13365536,112,1,40,0,0,1469598103934665603,1,0.000232,42919100,0,0,2,6
size_tiered,0,70,31,996854,1,0.038591,0.0076159997843205929,27849,946866,55,1,40,3,48,3546359050622177256,1,0.00028699999999999998,42919100,3,0,2,6
size_tiered,0,80,0,996854,1,0.044363,0.0095359999686479568,178,6052,78,1,40,1,16,9590926921243046940,1,0.00034699999999999998,42919100,1,0,2,0
size_tiered,0,80,1,996854,1,0.038415999999999999,0.0067520001903176308,114007,3876238,169,1,40,1,16,236623074773584124,1,0.00025999999999999998,42919100,1,0,2,0
size_tiered,0,80,2,996854,1,0.040363000000000003,0.0092160003259778023,188422,6406348,250,1,40,1,16,16482413140649058011,1,0.00031399999999999999,42919100,1,0,2,0
size_tiered,0,80,3,996854,1,0.040132000000000001,0.0069439997896552086,250470,8515980,154,1,40,1,16,9968587167645841113,1,0.00033599999999999998,42919100,1,0,2,0
size_tiered,0,80,4,996854,1,0.040309999999999999,0.0090880002826452255,292134,9932556,218,1,40,2,32,584188552658846184,1,0.00032499999999999999,42919100,2,0,2,0
size_tiered,0,80,5,996854,1,0.040708000000000001,0.0089600002393126488,358181,12178154,219,1,40,1,16,5038559823257848905,1,0.00031700000000000001,42919100,1,0,2,0
size_tiered,0,80,6,996854,1,0.043115000000000001,0.01104000024497509,420532,14298088,76,1,40,1,16,11398467088110825269,1,0.00031,42919100,1,0,2,0
size_tiered,0,80,7,996854,1,0.044017000000000001,0.010816000401973724,456597,15524298,107,1,40,1,16,5820997903152764564,1,0.00031300000000000002,42919100,1,0,2,0
size_tiered,0,80,8,996854,1,0.040885999999999999,0.0092799998819828033,477834,16246356,118,1,40,1,16,15311275680455022801,1,0.00031799999999999998,42919100,1,0,2,0
size_tiered,0,80,9,996854,1,0.041930000000000002,0.0095359999686479568,488104,16595536,88,1,40,1,16,15642014802567948599,1,0.00028600000000000001,42919100,1,0,2,0
size_tiered,0,80,10,996854,1,0.04301,0.010751999914646149,494988,16829592,116,1,40,1,16,11426800160656088415,1,0.00030200000000000002,42919100,1,0,2,0
size_tiered,0,80,11,996854,1,0.044470999999999997,0.0093759996816515923,476036,16185224,124,1,40,1,16,110689257886196643,1,0.00035,42919100,1,0,2,0
size_tiered,0,80,12,996854,1,0.040883000000000003,0.0097599998116493225,428425,14566450,119,1,40,1,16,4379004401049121654,1,0.00033799999999999998,42919100,1,0,2,0
size_tiered,0,80,13,996854,1,0.040645000000000001,0.0082240002229809761,370806,12607404,138,1,40,1,16,8144193273189773108,1,0.000328,42919100,1,0,2,0
size_tiered,0,80,14,996854,1,0.041217999999999998,0.0087360003963112831,263653,8964202,27,1,40,1,16,10423256074610523629,1,0.00029700000000000001,42919100,1,0,2,0
size_tiered,0,80,15,996854,1,0.038732000000000003,0.0073919999413192272,38,1292,218,1,40,1,16,14114472362983462821,1,0.00030200000000000002,42919100,1,0,2,0
size_tiered,0,80,16,996854,1,0.029509000000000001,0.0073279999196529388,816,27744,208,1,40,0,0,1469598103934665603,1,0.00037300000000000001,42919100,0,0,2,1
size_tiered,0,80,17,996854,1,0.038358000000000003,0.006399999838322401,11645,395930,131,1,40,2,32,15503956647668614006,1,0.00035,42919100,2,0,2,1
size_tiered,0,80,18,996854,1,0.029523000000000001,0.0071680000983178616,816,27744,208,1,40,0,0,1469598103934665603,1,0.00031300000000000002,42919100,0,0,2,2
size_tiered,0,80,19,996854,1,0.029496999999999999,0.0066880001686513424,92,3128,164,1,40,0,0,1469598103934665603,1,0.00029500000000000001,42919100,0,0,2,2
size_tiered,0,80,20,996854,1,0.029482999999999999,0.0074559999629855156,436,14824,76,1,40,0,0,1469598103934665603,1,0.00033,42919100,0,0,2,3
size_tiered,0,80,21,996854,1,0.040869000000000003,0.0089279999956488609,17563,597142,101,1,40,1,16,14602346578161695386,1,0.00035799999999999997,42919100,1,0,2,3
size_tiered,0,80,22,996854,1,0.027171000000000001,0.0066880001686513424,3715,126310,125,1,40,0,0,1469598103934665603,1,0.00023499999999999999,42919100,0,0,2,4
size_tiered,0,80,23,996854,1,0.029690000000000001,0.0071680000983178616,199,6766,57,1,40,0,0,1469598103934665603,1,0.00025500000000000002,42919100,0,0,2,4
size_tiered,0,80,24,996854,1,0.029600999999999999,0.0071999998763203621,816,27744,208,1,40,0,0,1469598103934665603,1,0.00026899999999999998,42919100,0,0,2,5
size_tiered,0,80,25,996854,1,0.029848,0.0063040000386536121,10680,363120,72,1,40,0,0,1469598103934665603,1,0.000301,42919100,0,0,2,5
size_tiered,0,80,26,996854,1,0.030768,0.0072320001199841499,436,14824,76,1,40,0,0,1469598103934665603,1,0.00033399999999999999,42919100,0,0,2,6
size_tiered,0,80,27,996854,1,0.031877000000000003,0.0091840000823140144,364806,12403404,250,1,40,0,0,1469598103934665603,1,0.00026499999999999999,42919100,0,0,2,6
size_tiered,0,80,28,996854,1,0.031536000000000002,0.0090880002826452255,502579,17087686,205,1,40,0,0,1469598103934665603,1,0.00027399999999999999,42919100,0,0,2,6
size_tiered,0,80,29,996854,1,0.034257000000000003,0.010719999670982361,428425,14566450,119,1,40,0,0,1469598103934665603,1,0.00026699999999999998,42919100,0,0,2,6
size_tiered,0,80,30,996854,1,0.031937,0.0095680002123117447,222797,7575098,179,1,40,0,0,1469598103934665603,1,0.000272,42919100,0,0,2,6
size_tiered,0,80,31,996854,1,0.030259999999999999,0.0074880002066493034,10680,363120,72,1,40,0,0,1469598103934665603,1,0.00028600000000000001,42919100,0,0,2,6
size_tiered,1,70,0,997438,2,0.038847,0.0077120000496506691,178,6052,78,1,40,1,16,9590926921243046940,1,0.00033700000000000001,42943628,1,0,2,0
size_tiered,1,70,1,997438,2,0.040649999999999999,0.0090560000389814377,193177,6568018,359,2,80,1,16,236623074773584124,1,0.000328,42943628,1,0,2,0
size_tiered,1,70,2,997438,2,0.041343999999999999,0.0082559995353221893,312860,10637240,228,2,80,1,16,16482413140649058011,1,0.00028299999999999999,42943628,1,0,2,0
size_tiered,1,70,3,997438,2,0.040815999999999998,0.009344000369310379,419802,14273268,38,2,80,1,16,9968587167645841113,1,0.00029599999999999998,42943628,1,0,2,0
size_tiered,1,70,4,997438,2,0.040854000000000001,0.0096640000119805336,493553,16780802,15,2,80,2,32,584188552658846184,1,0.00027300000000000002,42943628,2,0,2,0
size_tiered,1,70,5,997438,2,0.043374000000000003,0.010751999914646149,595531,20248054,437,2,80,1,16,5038559823257848905,1,0.00027900000000000001,42943628,1,0,2,0
size_tiered,1,70,6,997438,2,0.042763000000000002,0.011552000418305397,646083,21966822,317,2,80,2,32,15785956641883730691,1,0.000368,42943628,2,0,2,0
size_tiered,1,70,7,997438,2,0.047515000000000002,0.011071999557316303,677057,23019938,319,2,80,7,112,16255102669321986777,1,0.00035399999999999999,42943628,7,0,2,0
size_tiered,1,70,8,997438,2,0.043194000000000003,0.011520000174641609,695503,23647102,305,2,80,1,16,15311275680455022801,1,0.00027999999999999998,42943628,1,0,2,0
size_tiered,1,70,9,997438,2,0.038057000000000001,0.011776000261306763,678631,23073454,281,2,80,1,16,15642014802567948599,1,0.000261,42943628,1,0,2,0
size_tiered,1,70,10,997438,2,0.045999999999999999,0.011839999817311764,657576,22357584,344,2,80,1,16,11426800160656088415,1,0.00029300000000000002,42943628,1,0,2,0
size_tiered,1,70,11,997438,2,0.04267,0.011008000001311302,627669,21340746,299,2,80,1,16,110689257886196643,1,0.00027999999999999998,42943628,1,0,2,0
size_tiered,1,70,12,997438,2,0.051777999999999998,0.013311999849975109,592017,20128578,367,2,80,2,32,1140235132895068918,1,0.00033199999999999999,42943628,2,0,2,0
size_tiered,1,70,13,997438,2,0.043671000000000001,0.01119999960064888,531275,18063350,181,2,80,1,16,8144193273189773108,1,0.00031599999999999998,42943628,1,0,2,0
size_tiered,1,70,14,997438,2,0.041454999999999999,0.009503999724984169,441428,15008552,428,2,80,3,48,6631285169820864266,1,0.00033399999999999999,42943628,3,0,2,0
size_tiered,1,70,15,997438,2,0.040968999999999998,0.0084800003096461296,249,8466,7,1,40,1,16,14114472362983462821,1,0.00030600000000000001,42943628,1,0,2,0
size_tiered,1,70,16,997438,2,0.041167000000000002,0.0096000004559755325,1527,51918,265,2,80,1,16,10573732391258072665,1,0.00034499999999999998,42943628,1,0,2,1
size_tiered,1,70,17,997438,2,0.038856000000000002,0.0071040000766515732,30648,1042032,328,2,80,7,112,6245991324253029816,1,0.00033399999999999999,42943628,7,0,2,1
size_tiered,1,70,18,997438,2,0.030169999999999999,0.0076799998059868813,1527,51918,265,2,80,0,0,1469598103934665603,1,0.00030400000000000002,42943628,0,0,2,2
size_tiered,1,70,19,997438,2,0.030112,0.0074880002066493034,448,15232,64,1,40,0,0,1469598103934665603,1,0.00033700000000000001,42943628,0,0,2,2
size_tiered,1,70,20,997438,2,0.029586999999999999,0.0072639998979866505,436,14824,76,1,40,0,0,1469598103934665603,1,0.00030699999999999998,42943628,0,0,2,3
size_tiered,1,70,21,997438,2,0.042282,0.0077120000496506691,46451,1579334,397,2,80,38,608,5623687410393976781,1,0.00046700000000000002,42943628,38,0,2,3
size_tiered,1,70,22,997438,2,0.032757000000000001,0.0091519998386502266,5594,190196,294,2,80,0,0,1469598103934665603,1,0.00030499999999999999,42943628,0,0,2,4
size_tiered,1,70,23,997438,2,0.029342,0.0060160001739859581,957,32538,67,1,40,0,0,1469598103934665603,1,0.00031599999999999998,42943628,0,0,2,4
size_tiered,1,70,24,997438,2,0.030703999999999999,0.0067839999683201313,1527,51918,265,2,80,0,0,1469598103934665603,1,0.00041599999999999997,42943628,0,0,2,5
size_tiered,1,70,25,997438,2,0.03245,0.0088640004396438599,27906,948804,254,2,80,0,0,1469598103934665603,1,0.00068000000000000005,42943628,0,0,2,5
size_tiered,1,70,26,997438,2,0.029531000000000002,0.0073279999196529388,436,14824,76,1,40,0,0,1469598103934665603,1,0.00048799999999999999,42943628,0,0,2,6
size_tiered,1,70,27,997438,2,0.034327000000000003,0.011168000288307667,601717,20458378,395,2,80,0,0,1469598103934665603,1,0.00051599999999999997,42943628,0,0,2,6
size_tiered,1,70,28,997438,2,0.034817000000000001,0.01142400037497282,684021,23256714,267,2,80,0,0,1469598103934665603,1,0.00055599999999999996,42943628,0,0,2,6
size_tiered,1,70,29,997438,2,0.040897999999999997,0.0096000004559755325,592017,20128578,367,2,80,1,16,17681133477056478587,1,0.00048999999999999998,42943628,1,0,2,6
size_tiered,1,70,30,997438,2,0.029472000000000002,0.009344000369310379,393393,13375362,335,2,80,0,0,1469598103934665603,1,0.00043600000000000003,42943628,0,0,2,6
size_tiered,1,70,31,997438,2,0.040702000000000002,0.0092479996383190155,27906,948804,254,2,80,3,48,3546359050622177256,1,0.00057300000000000005,42943628,3,0,2,6
size_tiered,1,80,0,997438,2,0.038510999999999997,0.0075520002283155918,178,6052,78,1,40,1,16,9590926921243046940,1,0.000428,42943628,1,0,2,0
size_tiered,1,80,1,997438,2,0.041257000000000002,0.0091199995949864388,114065,3878210,367,2,80,1,16,236623074773584124,1,0.00033799999999999998,42943628,1,0,2,0
size_tiered,1,80,2,997438,2,0.040827000000000002,0.0086399996653199196,188536,6410224,392,2,80,1,16,16482413140649058011,1,0.00041100000000000002,42943628,1,0,2,0
size_tiered,1,80,3,997438,2,0.041515999999999997,0.0091199995949864388,250600,8520400,280,2,80,1,16,9968587167645841113,1,0.000301,42943628,1,0,2,0
size_tiered,1,80,4,997438,2,0.040780999999999998,0.0097599998116493225,292278,9937452,330,2,80,2,32,584188552658846184,1,0.00043100000000000001,42943628,2,0,2,0
size_tiered,1,80,5,997438,2,0.040937000000000001,0.0085760001093149185,358346,12183764,310,2,80,1,16,5038559823257848905,1,0.00026800000000000001,42943628,1,0,2,0
size_tiered,1,80,6,997438,2,0.041001000000000003,0.0092799998819828033,420724,14304616,140,2,80,1,16,11398467088110825269,1,0.00034400000000000001,42943628,1,0,2,0
size_tiered,1,80,7,997438,2,0.043258999999999999,0.010847999714314938,456793,15530962,167,2,80,1,16,5820997903152764564,1,0.00030499999999999999,42943628,1,0,2,0
size_tiered,1,80,8,997438,2,0.042682999999999999,0.010591999627649784,478062,16254108,146,2,80,1,16,15311275680455022801,1,0.00051199999999999998,42943628,1,0,2,0
size_tiered,1,80,9,997438,2,0.043818999999999997,0.0096000004559755325,488345,16603730,103,2,80,1,16,15642014802567948599,1,0.00063699999999999998,42943628,1,0,2,0
size_tiered,1,80,10,997438,2,0.044256999999999998,0.011935999616980553,495256,16838704,360,2,80,1,16,11426800160656088415,1,0.00041100000000000002,42943628,1,0,2,0
size_tiered,1,80,11,997438,2,0.040661999999999997,0.0090560000389814377,476301,16194234,371,2,80,1,16,110689257886196643,1,0.00054299999999999997,42943628,1,0,2,0
size_tiered,1,80,12,997438,2,0.043168999999999999,0.010528000071644783,428676,14574984,124,2,80,1,16,4379004401049121654,1,0.00048099999999999998,42943628,1,0,2,0
size_tiered,1,80,13,997438,2,0.041423000000000001,0.0091519998386502266,371042,12615428,158,2,80,1,16,8144193273189773108,1,0.00030499999999999999,42943628,1,0,2,0
size_tiered,1,80,14,997438,2,0.041702999999999997,0.0093759996816515923,263881,8971954,55,2,80,1,16,10423256074610523629,1,0.00033599999999999998,42943628,1,0,2,0
size_tiered,1,80,15,997438,2,0.040717999999999997,0.0093120001256465912,38,1292,218,1,40,1,16,14114472362983462821,1,0.00036600000000000001,42943628,1,0,2,0
size_tiered,1,80,16,997438,2,0.041665000000000001,0.0091519998386502266,817,27778,463,2,80,1,16,10573732391258072665,1,0.00039899999999999999,42943628,1,0,2,1
size_tiered,1,80,17,997438,2,0.038731000000000002,0.0075840000063180923,11664,396576,368,2,80,3,48,7630102637176434923,1,0.00039899999999999999,42943628,3,0,2,1
size_tiered,1,80,18,997438,2,0.029866,0.0067520001903176308,817,27778,463,2,80,0,0,1469598103934665603,1,0.00026899999999999998,42943628,0,0,2,2
size_tiered,1,80,19,997438,2,0.031021,0.007519999984651804,92,3128,164,1,40,0,0,1469598103934665603,1,0.000339,42943628,0,0,2,2
size_tiered,1,80,20,997438,2,0.028863,0.0077120000496506691,436,14824,76,1,40,0,0,1469598103934665603,1,0.00030600000000000001,42943628,0,0,2,3
size_tiered,1,80,21,997438,2,0.038335000000000001,0.0069760000333189964,17596,598264,324,2,80,1,16,14602346578161695386,1,0.00035599999999999998,42943628,1,0,2,3
size_tiered,1,80,22,997438,2,0.030624999999999999,0.0078400000929832458,3715,126310,125,1,40,0,0,1469598103934665603,1,0.00032699999999999998,42943628,0,0,2,4
size_tiered,1,80,23,997438,2,0.031947000000000003,0.0072639998979866505,199,6766,57,1,40,0,0,1469598103934665603,1,0.00032899999999999997,42943628,0,0,2,4
size_tiered,1,80,24,997438,2,0.029364999999999999,0.0069760000333189964,817,27778,463,2,80,0,0,1469598103934665603,1,0.00044000000000000002,42943628,0,0,2,5
size_tiered,1,80,25,997438,2,0.030485000000000002,0.007519999984651804,10699,363766,309,2,80,0,0,1469598103934665603,1,0.00041300000000000001,42943628,0,0,2,5
size_tiered,1,80,26,997438,2,0.027313,0.0072639998979866505,436,14824,76,1,40,0,0,1469598103934665603,1,0.00034400000000000001,42943628,0,0,2,6
size_tiered,1,80,27,997438,2,0.030322999999999999,0.0094400001689791679,364978,12409252,334,2,80,0,0,1469598103934665603,1,0.00038299999999999999,42943628,0,0,2,6
size_tiered,1,80,28,997438,2,0.034410000000000003,0.010623999871313572,502833,17096322,207,2,80,0,0,1469598103934665603,1,0.000359,42943628,0,0,2,6
size_tiered,1,80,29,997438,2,0.032321000000000003,0.0098879998549818993,428676,14574984,124,2,80,0,0,1469598103934665603,1,0.00028699999999999998,42943628,0,0,2,6
size_tiered,1,80,30,997438,2,0.031421999999999999,0.0086399996653199196,223002,7582068,230,2,80,0,0,1469598103934665603,1,0.00029799999999999998,42943628,0,0,2,6
size_tiered,1,80,31,997438,2,0.030077,0.0072639998979866505,10699,363766,309,2,80,0,0,1469598103934665603,1,0.00031100000000000002,42943628,0,0,2,6
size_tiered,2,70,0,1078191,2,0.038524000000000003,0.0073279999196529388,178,6052,78,1,40,1,16,9590926921243046940,1,0.00053899999999999998,46335254,1,0,2,0
size_tiered,2,70,1,1078191,2,0.041633999999999997,0.0086399996653199196,197723,6722582,421,2,80,1,16,236623074773584124,1,0.00043399999999999998,46335254,1,0,2,0
size_tiered,2,70,2,1078191,2,0.041123,0.0097599998116493225,326051,11085734,349,2,80,1,16,16482413140649058011,1,0.00050900000000000001,46335254,1,0,2,0
size_tiered,2,70,3,1078191,2,0.042715999999999997,0.011168000288307667,445600,15150400,96,2,80,1,16,9968587167645841113,1,0.00051400000000000003,46335254,1,0,2,0
size_tiered,2,70,4,1078191,2,0.035923999999999998,0.0091199995949864388,529327,17997118,81,2,80,2,32,584188552658846184,1,0.00043300000000000001,46335254,2,0,2,0
size_tiered,2,70,5,1078191,2,0.043338000000000002,0.011904000304639339,645259,21938806,373,2,80,1,16,5038559823257848905,1,0.000464,46335254,1,0,2,0
size_tiered,2,70,6,1078191,2,0.043982,0.010975999757647514,703143,23906862,345,2,80,2,32,15785956641883730691,1,0.00055999999999999995,46335254,2,0,2,0
size_tiered,2,70,7,1078191,2,0.045147,0.011264000087976456,739520,25143680,320,2,80,7,112,16255102669321986777,1,0.000531,46335254,7,0,2,0
size_tiered,2,70,8,1078191,2,0.043968,0.011455999687314034,762094,25911196,274,2,80,1,16,15311275680455022801,1,0.00049200000000000003,46335254,1,0,2,0
size_tiered,2,70,9,1078191,2,0.043730999999999999,0.011327999643981457,745401,25343634,327,2,80,1,16,15642014802567948599,1,0.00047899999999999999,46335254,1,0,2,0
size_tiered,2,70,10,1078191,2,0.042999999999999997,0.011455999687314034,723577,24601618,391,2,80,1,16,11426800160656088415,1,0.00048200000000000001,46335254,1,0,2,0
size_tiered,2,70,11,1078191,2,0.043201999999999997,0.011392000131309032,691683,23517222,285,2,80,1,16,110689257886196643,1,0.00058299999999999997,46335254,1,0,2,0
size_tiered,2,70,12,1078191,2,0.043672000000000002,0.011168000288307667,652987,22201558,325,2,80,2,32,1140235132895068918,1,0.00056899999999999995,46335254,2,0,2,0
size_tiered,2,70,13,1078191,2,0.043581000000000002,0.011168000288307667,586532,19942088,220,2,80,1,16,8144193273189773108,1,0.00056800000000000004,46335254,1,0,2,0
size_tiered,2,70,14,1078191,2,0.043582999999999997,0.011296000331640244,487364,16570376,316,2,80,5,80,8712610575545161090,1,0.00066699999999999995,46335254,5,0,2,0
size_tiered,2,70,15,1078191,2,0.041202000000000003,0.0093759996816515923,328,11152,184,2,80,1,16,14114472362983462821,1,0.00054500000000000002,46335254,1,0,2,0
size_tiered,2,70,16,1078191,2,0.038535,0.0073919999413192272,1541,52394,251,2,80,1,16,10573732391258072665,1,0.00050799999999999999,46335254,1,0,2,1
size_tiered,2,70,17,1078191,2,0.035344,0.0072320001199841499,34781,1182554,291,2,80,9,144,9709853802702287995,1,0.000446,46335254,9,0,2,1
size_tiered,2,70,18,1078191,2,0.034153999999999997,0.0074880002066493034,1541,52394,251,2,80,1,16,15898063525803574733,1,0.00040000000000000002,46335254,1,0,2,2
size_tiered,2,70,19,1078191,2,0.041660000000000003,0.0092799998819828033,580,19720,188,2,80,1,16,4815691392151912697,1,0.00040900000000000002,46335254,1,0,2,2
size_tiered,2,70,20,1078191,2,0.029777999999999999,0.0072639998979866505,436,14824,76,1,40,0,0,1469598103934665603,1,0.00043199999999999998,46335254,0,0,2,3
size_tiered,2,70,21,1078191,2,0.045569999999999999,0.0090880002826452255,52216,1775344,264,2,80,40,640,9303416941744276336,1,0.00076999999999999996,46335254,40,0,2,3
size_tiered,2,70,22,1078191,2,0.030483,0.0077120000496506691,5618,191012,270,2,80,0,0,1469598103934665603,1,0.00045300000000000001,46335254,0,0,2,4
size_tiered,2,70,23,1078191,2,0.029911,0.0072320001199841499,1204,40936,76,2,80,0,0,1469598103934665603,1,0.00051900000000000004,46335254,0,0,2,4
size_tiered,2,70,24,1078191,2,0.033002999999999998,0.0092799998819828033,1541,52394,251,2,80,0,0,1469598103934665603,1,0.00042400000000000001,46335254,0,0,2,5
size_tiered,2,70,25,1078191,2,0.032848000000000002,0.0088640004396438599,31715,1078310,285,2,80,0,0,1469598103934665603,1,0.00068400000000000004,46335254,0,0,2,5
size_tiered,2,70,26,1078191,2,0.030062999999999999,0.006624000146985054,436,14824,76,1,40,0,0,1469598103934665603,1,0.00045800000000000002,46335254,0,0,2,6
size_tiered,2,70,27,1078191,2,0.034969,0.011264000087976456,653226,22209684,342,2,80,0,0,1469598103934665603,1,0.00056599999999999999,46335254,0,0,2,6
size_tiered,2,70,28,1078191,2,0.035777999999999997,0.011680000461637974,751386,25547124,230,2,80,0,0,1469598103934665603,1,0.00050699999999999996,46335254,0,0,2,6
size_tiered,2,70,29,1078191,2,0.042981999999999999,0.011296000331640244,652987,22201558,325,2,80,1,16,17681133477056478587,1,0.00040099999999999999,46335254,1,0,2,6
size_tiered,2,70,30,1078191,2,0.032597000000000001,0.0093120001256465912,434233,14763922,199,2,80,0,0,1469598103934665603,1,0.00044099999999999999,46335254,0,0,2,6
size_tiered,2,70,31,1078191,2,0.046124999999999999,0.0090880002826452255,31715,1078310,285,2,80,4,64,17939493323410341816,1,0.00050000000000000001,46335254,4,0,2,6
size_tiered,2,80,0,1078191,2,0.038785,0.0072960001416504383,178,6052,78,1,40,1,16,9590926921243046940,1,0.00043399999999999998,46335254,1,0,2,0
size_tiered,2,80,1,1078191,2,0.041276,0.0098879998549818993,116070,3946380,410,2,80,1,16,236623074773584124,1,0.00035,46335254,1,0,2,0
size_tiered,2,80,2,1078191,2,0.040786999999999997,0.0091519998386502266,194448,6611232,368,2,80,1,16,16482413140649058011,1,0.000348,46335254,1,0,2,0
size_tiered,2,80,3,1078191,2,0.041493000000000002,0.0091519998386502266,262892,8938328,276,2,80,1,16,9968587167645841113,1,0.00037500000000000001,46335254,1,0,2,0
size_tiered,2,80,4,1078191,2,0.041355000000000003,0.0088640004396438599,311634,10595556,430,2,80,2,32,584188552658846184,1,0.00042299999999999998,46335254,2,0,2,0
size_tiered,2,80,5,1078191,2,0.035631999999999997,0.009344000369310379,388384,13205056,224,2,80,1,16,5038559823257848905,1,0.00033500000000000001,46335254,1,0,2,0
size_tiered,2,80,6,1078191,2,0.041255,0.0098240002989768982,459668,15628712,108,2,80,1,16,11398467088110825269,1,0.00033,46335254,1,0,2,0
size_tiered,2,80,7,1078191,2,0.044843000000000001,0.011455999687314034,501635,17055590,125,2,80,1,16,5820997903152764564,1,0.00035199999999999999,46335254,1,0,2,0
size_tiered,2,80,8,1078191,2,0.040939999999999997,0.0093759996816515923,526020,17884680,316,2,80,1,16,15311275680455022801,1,0.00066200000000000005,46335254,1,0,2,0
size_tiered,2,80,9,1078191,2,0.043466999999999999,0.011264000087976456,537960,18290640,152,2,80,1,16,15642014802567948599,1,0.00054000000000000001,46335254,1,0,2,0
size_tiered,2,80,10,1078191,2,0.044512000000000003,0.011872000060975552,546091,18567094,213,2,80,1,16,11426800160656088415,1,0.00042299999999999998,46335254,1,0,2,0
size_tiered,2,80,11,1078191,2,0.037365000000000002,0.0095680002123117447,525440,17864960,128,2,80,1,16,110689257886196643,1,0.00041300000000000001,46335254,1,0,2,0
size_tiered,2,80,12,1078191,2,0.042354999999999997,0.011264000087976456,472799,16075166,289,2,80,1,16,4379004401049121654,1,0.00040999999999999999,46335254,1,0,2,0
size_tiered,2,80,13,1078191,2,0.041329999999999999,0.0096640000119805336,408960,13904640,384,2,80,1,16,8144193273189773108,1,0.00041399999999999998,46335254,1,0,2,0
size_tiered,2,80,14,1078191,2,0.041944000000000002,0.0090880002826452255,291071,9896414,257,2,80,2,32,11781894953073064141,1,0.00041399999999999998,46335254,2,0,2,0
size_tiered,2,80,15,1078191,2,0.038961000000000003,0.0073279999196529388,53,1802,459,2,80,1,16,14114472362983462821,1,0.00039599999999999998,46335254,1,0,2,0
size_tiered,2,80,16,1078191,2,0.040547,0.0090880002826452255,819,27846,461,2,80,1,16,10573732391258072665,1,0.00037100000000000002,46335254,1,0,2,1
size_tiered,2,80,17,1078191,2,0.041501999999999997,0.008991999551653862,13544,460496,280,2,80,4,64,2443031899992262227,1,0.00044099999999999999,46335254,4,0,2,1
size_tiered,2,80,18,1078191,2,0.041428,0.0088959997519850731,819,27846,461,2,80,1,16,15898063525803574733,1,0.000368,46335254,1,0,2,2
size_tiered,2,80,19,1078191,2,0.041618000000000002,0.0091519998386502266,119,4046,393,2,80,1,16,4815691392151912697,1,0.00041100000000000002,46335254,1,0,2,2
