rotation,mode,policy,batch,epoch,status,rows,runs,merges,deferred,begin_ms,ready_ms,published_ms,writer_done_ms,host_build_ms,metadata_ms,staging_ms,h2d_ms,uploaded_bytes,merge_host_rw_bytes,shared_bytes,current_only_bytes,retired_only_bytes,reader_only_at_publish_bytes,unreferenced_at_publish_bytes,live_at_publish_bytes,last_reader_device_done_ms,old_epoch_owner_released_ms,exclusive_actual_reclaim_ms,lifecycle_ms,arrival_ms,maintenance_queue_ms,other_held_at_publish_bytes,cap_mib
0,sequential,size_tiered,8,5,published,10274223,4,0,0,2615.898798,2615.971599,2615.972131,2615.972379,0,0.00949100000025,0.0160820000001,0.0359059999996,177660,0,0,475140352,0,0,0,542452480,2615.882128,2615.978748,2615.972379,0.0799499999998,2615.898798,0,0,1280
0,sequential,size_tiered,8,6,published,10279473,4,1,0,2635.362877,2635.750031,2635.750675,2635.750974,0.2093,0.0329610000003,0.0377679999992,0.0882550000001,618660,796320,0,475361024,177664,0,177664,542850816,2635.346275,2635.758217,2635.758088,0.39534,2635.362877,0,177664,1280
0,sequential,compact,8,0,published,9461367,1,0,0,2655.237988,2742.170221,2742.171682,2742.172448,0,25.913403,47.026274,13.938888,397377414,0,0,441000192,0,0,0,508312320,0,2742.172448,2742.172448,86.93446,2655.237988,0,0,1280
0,sequential,compact,8,1,published_merge_deferred,9466817,2,0,1,2758.705292,2758.798175,2758.798846,2758.799205,0,0.015973,0.0169300000002,0.0447839999997,228900,0,0,441229312,0,0,0,508541440,2758.680548,2758.806899,2758.799205,0.101607,2758.705292,0,0,1280
0,sequential,compact,8,2,published_merge_deferred,10232664,3,0,1,2775.421929,2782.557847,2782.558873,2782.559334,0,2.718146,3.262664,1.124424,32165574,0,0,473394944,0,0,0,540707072,2775.398646,2782.567067,2782.559334,7.145138,2775.421929,0,0,1280
0,sequential,compact,8,3,published_merge_deferred,10234444,4,0,1,2803.006408,2803.610507,2803.611383,2803.61198,0,0.003647,0.00541500000008,0.0393280000003,74760,0,0,473469952,0,0,0,540782080,2801.985221,2803.622199,2803.61198,0.615791,2803.006408,0,0,1280
0,sequential,compact,8,4,published_merge_deferred,10269993,5,0,1,2824.083518,2824.85347,2824.85498,2824.855521,0,0.116027,0.135604999999,0.104562,1493058,0,0,474963200,0,0,0,542275328,2823.192497,2824.864806,2824.855521,0.781288,2824.083518,0,0,1280
0,sequential,compact,8,5,published_merge_deferred,10274223,6,0,1,2844.475284,2844.560118,2844.561334,2844.561959,0,0.0112999999997,0.0177290000001,0.0409850000001,177660,0,0,475140864,0,0,0,542452992,2844.451483,2844.57148,2844.561959,0.096196,2844.475284,0,0,1280
0,sequential,compact,8,6,published_merge_deferred,10279473,7,0,1,2864.417512,2865.042183,2865.043618,2865.044248,0,0.0132469999999,0.0230520000005,0.0384669999999,220500,0,0,475361536,0,0,0,542673664,2864.177111,2865.668265,2865.044248,1.250753,2864.417512,0,0,1280
0,sequential,all_delta,64,0,published,9461367,1,0,0,2885.428493,2980.723124,2980.724322,2980.724932,0,33.397982,48.349211,13.505482,397377414,0,0,441000192,0,0,0,508312320,0,2980.724932,2980.724932,95.296439,2885.428493,0,0,1280
0,sequential,all_delta,64,1,published,9466817,2,0,0,2996.245685,2996.331764,2996.332288,2996.332732,0,0.0143049999997,0.0163109999999,0.0432609999998,228900,0,0,441229312,0,0,0,508541440,2996.19821,2996.340258,2996.332732,0.0945730000003,2996.245685,0,0,1280
0,sequential,all_delta,64,2,published,10232664,3,0,0,3011.913064,3018.956428,3018.957403,3018.95778,0,2.682871,3.234529,1.101442,32165574,0,0,473394944,0,0,0,540707072,3011.865292,3018.965402,3018.95778,7.052338,3011.913064,0,0,1280
0,sequential,all_delta,64,3,published,10234444,4,0,0,3037.40734,3037.463915,3037.464534,3037.464802,0,0.00402699999995,0.00488599999971,0.0360090000004,74760,0,0,473469952,0,0,0,540782080,3037.357352,3037.472393,3037.464802,0.0650529999998,3037.40734,0,0,1280
0,sequential,all_delta,64,4,published,10269993,5,0,0,3056.055742,3056.4312,3056.432136,3056.432568,0,0.11594,0.137249,0.104227,1493058,0,0,474963200,0,0,0,542275328,3056.005353,3056.440288,3056.432568,0.384546,3056.055742,0,0,1280
0,sequential,all_delta,64,5,published,10274223,6,0,0,3075.095282,3075.174898,3075.175692,3075.176299,0,0.0107640000001,0.0150889999995,0.0416049999994,177660,0,0,475140864,0,0,0,542452992,3075.041542,3075.184265,3075.176299,0.0889829999996,3075.095282,0,0,1280
0,sequential,all_delta,64,6,published,10279473,7,0,0,3093.934662,3094.026565,3094.027583,3094.027976,0,0.0137920000002,0.0197240000002,0.0475929999998,220500,0,0,475361536,0,0,0,542673664,3093.883563,3094.035394,3094.027976,0.100732,3093.934662,0,0,1280
